0pp0;Name;GraveNo;Enclosure Type;LaborAssessment;Burial No;Extra skeletal remains?;Notes on burial;Assemblage?;AnimalRemains;Lithics;HMPottery;Storage;FineVessels;DrinkingCups;Jewellery;Weapons;SpecialFinds;Imports;Grave Rank symbols;StartDate;Enddate;Chronology rating;;;;;;;;;
1347;Golyamata mogila;2;Pyre platform;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;Y;;;;;Many ceramic and glass vessels;;bronze chain with a cameo;;"1 golden pectoral; (?) marble vessels; (?) bronze vessels: 2 wooden chests with bronze applications: 1 bronze coin - Trajan; 160 clay ""amulets""";;2 - Several symbols of status across multiple classes of artefacts (e.g. elaborate enclosure, weapons, jewellery, or imported goods..);100;125;3 - a number of burial aspects consulted and crossreferenced to formulate a date;;;;;;;;;
1348;Mound 5;1;Urn;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;1 bowl;;;;;;0 - No symbols of status present;;;0 - no chronology;;;;;;;;;
1349;Stamenova mogila;2;clay platform;more elaboration (stone platforms, simpler cist grave, .... Stoyan, please describe an example );1;;;Y;;;;;;;;1 iron sword;;;1 - One or two status symbols (ochre, personal jewellery);-425;-300;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1350;Mound 1;1;Urn;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;N;;;;;;;;;;;0 - No symbols of status present;-400;-300;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1350;Mound 1;2;Cist grave;more elaboration (stone platforms, simpler cist grave, .... Stoyan, please describe an example );1;;;Y;;;;;2 vessels;;2 bronze fibulae;1 iron knife;;;1.5 - to be filled out by Stoyan;-400;-300;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1350;Mound 1;3;Simple pit;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;Hand and leg bones are missing;Y;;;1 jug;;;1 kantharos;;"1 iron spearhead; 1 iron knife";;;1.5 - to be filled out by Stoyan;-900;-800;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1351;Mound 2;1;stone lined grave;more elaboration (stone platforms, simpler cist grave, .... Stoyan, please describe an example );1;;;Y;;;;fragments of amphora;1 lekythos;;;;;;1 - One or two status symbols (ochre, personal jewellery);-500;-300;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1351;Mound 2;2;Urn;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;1 vessel;;;;;;0 - No symbols of status present;-500;-300;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1351;Mound 2;3;Urn;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;Y;;;;;1 lekythos;;"2 bronze rings; 1 bronze loop; 5 clay beads";1 iron spearhead;;;1 - One or two status symbols (ochre, personal jewellery);-500;-300;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1351;Mound 2;4;stone lined grave;more elaboration (stone platforms, simpler cist grave, .... Stoyan, please describe an example );1;;;Y;;;;;1 lekythos;;;3 iron spearheads, 1 iron knife;;;1.5 - to be filled out by Stoyan;-500;-300;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1351;Mound 2;5;stone lined grave;more elaboration (stone platforms, simpler cist grave, .... Stoyan, please describe an example );1;;;Y;;;;;"1 crater (urn); 1 lekythos";;"2 silver applications;1 iron fibula; 2 bronze fibula";1 iron knife;1 iron briddle;;1.5 - to be filled out by Stoyan;-500;-300;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1352;Mound 5;1;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;Y - calf;;1 pot;;3 bowls;;1 bronze fibula;1 iron knife;1 bronze oinochoe;;1.5 - to be filled out by Stoyan;150;300;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1353;no name;1;Tiled grave;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;Y;;;;;;;1 bronze buckle;;;;1 - One or two status symbols (ochre, personal jewellery);175;250;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1353;no name;2;Tiled grave;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;Y;;;;;;;1 bronze bracelet;;;;1 - One or two status symbols (ochre, personal jewellery);175;250;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1353;no name;3;Tiled grave;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;N;;;;;;;;;;;0 - No symbols of status present;175;250;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1353;no name;4;Tiled grave;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;N;;;;;;;;;;;0 - No symbols of status present;175;250;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1353;no name;5;Tiled grave;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;N;;;;;;;;;;;0 - No symbols of status present;175;250;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1353;no name;6;Tiled grave;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;N;;;;;;;;;;;0 - No symbols of status present;175;250;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1353;no name;7;Tiled grave;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;N;;;;;;;;;;;0 - No symbols of status present;175;250;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1353;no name;8;Tiled grave;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;N;;;;;;;;;;;0 - No symbols of status present;175;250;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1353;no name;9;Tiled grave;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;N;;;;;;;;;;;0 - No symbols of status present;175;250;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1353;no name;10;Tiled grave;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;N;;;;;;;;;;;0 - No symbols of status present;175;250;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1353;no name;11;Tiled grave;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;N;;;;;;;;;;;0 - No symbols of status present;175;250;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1353;no name;12;Tiled grave;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;N;;;;;;;;;;;0 - No symbols of status present;175;250;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1353;no name;13;Tiled grave;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;N;;;;;;;;;;;0 - No symbols of status present;175;250;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1353;no name;14;Tiled grave;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;N;;;;;;;;;;;0 - No symbols of status present;175;250;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1353;no name;15;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;N;;;;;;;;;;;0 - No symbols of status present;175;250;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1353;no name;16;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;N;;;;;;;;;;;0 - No symbols of status present;175;250;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1353;no name;17;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;N;;;;;;;;;;;0 - No symbols of status present;175;250;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1353;no name;18;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;N;;;;;;;;;;;0 - No symbols of status present;175;250;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1353;no name;19;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;N;;;;;;;;;;;0 - No symbols of status present;175;250;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1354;Golyamata mogila;1;Pyre platform;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;N;;;;;fragments;;;;;;0 - No symbols of status present;100;350;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1354;Golyamata mogila;2;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1354;Golyamata mogila;3;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1354;Golyamata mogila;4;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1354;Golyamata mogila;5;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1354;Golyamata mogila;6;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1354;Golyamata mogila;7;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1354;Golyamata mogila;8;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1354;Golyamata mogila;9;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1354;Golyamata mogila;10;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1354;Golyamata mogila;11;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1354;Golyamata mogila;12;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1354;Golyamata mogila;13;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1354;Golyamata mogila;14;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1354;Golyamata mogila;15;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1354;Golyamata mogila;16;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1354;Golyamata mogila;17;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1354;Golyamata mogila;18;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1354;Golyamata mogila;19;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1354;Golyamata mogila;20;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1354;Golyamata mogila;21;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1354;Golyamata mogila;22;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1354;Golyamata mogila;23;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1354;Golyamata mogila;24;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1354;Golyamata mogila;25;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1354;Golyamata mogila;26;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1354;Golyamata mogila;27;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1354;Golyamata mogila;28;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1354;Golyamata mogila;29;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1354;Golyamata mogila;30;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);1000;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
